# Chimera Neural Network - Saved Model
# W, layer, from, to, weight
# B, layer, neuron, bias
W,0,40,0,0.06732798
W,0,40,1,0.00991959
W,0,40,2,0.12932979
W,0,40,3,0.05716396
W,0,40,4,0.29852912
W,0,40,5,-0.08384288
W,0,40,6,0.26022404
W,0,40,7,0.14775710
W,0,40,8,-0.13456325
W,0,40,9,-0.26341242
W,0,40,10,0.35141417
W,0,40,11,0.01343662
W,0,40,12,-0.09838141
W,0,40,13,-0.31904325
W,0,40,14,-0.00398369
W,0,40,15,-0.19188632
W,0,40,16,0.17572606
W,0,40,17,-0.28849745
W,0,40,18,0.02632167
W,0,40,19,-0.34691358
W,0,40,20,0.12429874
W,0,40,21,-0.17284720
W,0,40,22,-0.08147057
W,0,40,23,0.12758622
W,0,40,24,0.11043876
W,0,40,25,0.23512422
W,0,40,26,-0.22087915
W,0,40,27,0.14547707
W,0,40,28,-0.20550412
W,0,40,29,-0.18389130
W,0,40,30,-0.10661717
W,0,40,31,-0.03478248
W,0,40,32,-0.44505957
W,0,40,33,-0.23860839
W,0,40,34,0.17380257
W,0,40,35,0.33655098
W,0,40,36,-0.16215779
W,0,40,37,-0.11956670
W,0,40,38,-0.16134267
W,0,40,39,0.07322970
W,0,40,40,-0.05350950
W,0,40,41,-0.07307726
W,0,40,42,0.13440229
W,0,40,43,-0.26553896
W,0,40,44,-0.56250381
W,0,40,45,-0.19332665
W,0,40,46,0.14075862
W,0,40,47,-0.05318785
W,0,40,48,-0.03988018
W,0,40,49,-0.21089983
W,0,40,50,-0.21353179
W,0,40,51,0.18299654
W,0,40,52,-0.03036508
W,0,40,53,-0.07895274
W,0,40,54,-0.04764842
W,0,40,55,0.36802214
W,0,40,56,0.18092203
W,0,40,57,-0.04567137
W,0,40,58,0.40160578
W,0,40,59,-0.34440336
W,0,40,60,-0.39402795
W,0,40,61,0.04836005
W,0,40,62,0.18511781
W,0,40,63,-0.03943351
W,0,40,64,-0.32703099
W,0,40,65,-0.04250141
W,0,40,66,-0.12047148
W,0,40,67,-0.01670932
W,0,40,68,0.23219310
W,0,40,69,0.31318930
W,0,40,70,-0.22142929
W,0,40,71,0.18095547
W,0,40,72,-0.02299645
W,0,40,73,0.15193209
W,0,40,74,-0.17813911
W,0,40,75,-0.07633453
W,0,40,76,-0.05909510
W,0,40,77,-0.08211576
W,0,40,78,-0.07706095
W,0,40,79,0.01247777
W,0,40,80,-0.14502569
W,0,40,81,-0.16201647
W,0,40,82,-0.19703899
W,0,40,83,-0.11426776
W,0,40,84,0.08110683
W,0,40,85,-0.07015712
W,0,40,86,-0.09528413
W,0,40,87,0.14551930
W,0,40,88,-0.20363012
W,0,40,89,0.21046413
W,0,40,90,-0.07565887
W,0,40,91,-0.47822809
W,0,40,92,0.11408152
W,0,40,93,-0.31968775
W,0,40,94,-0.22475563
W,0,40,95,-0.21229307
W,0,40,96,0.11748198
W,0,40,97,0.25204432
W,0,40,98,-0.14678328
W,0,40,99,-0.25577888
W,0,40,100,0.08261824
W,0,40,101,0.13032445
W,0,40,102,-0.07597841
W,0,40,103,0.16974932
W,0,40,104,0.00815273
W,0,40,105,0.12586333
W,0,40,106,-0.18626976
W,0,40,107,-0.00119147
W,0,40,108,0.30406016
W,0,40,109,0.09139291
W,0,40,110,0.10511885
W,0,40,111,0.41423690
W,0,40,112,0.27829304
W,0,40,113,-0.17605121
W,0,40,114,-0.29085028
W,0,40,115,0.07074957
W,0,40,116,0.45019460
W,0,40,117,-0.19120663
W,0,40,118,-0.12114328
W,0,40,119,-0.00768440
W,0,40,120,0.34222436
W,0,40,121,-0.13337098
W,0,40,122,0.17994516
W,0,40,123,0.15016556
W,0,40,124,-0.26954418
W,0,40,125,0.29887024
W,0,40,126,0.06884703
W,0,40,127,-0.06157979
W,0,41,0,-0.01886011
W,0,41,1,0.24090466
W,0,41,2,0.03838399
W,0,41,3,0.03484496
W,0,41,4,-0.03454198
W,0,41,5,0.18296327
W,0,41,6,0.13697751
W,0,41,7,-0.09705481
W,0,41,8,0.04141643
W,0,41,9,0.24157345
W,0,41,10,0.00269567
W,0,41,11,-0.04860659
W,0,41,12,-0.15385883
W,0,41,13,0.11463207
W,0,41,14,-0.38919997
W,0,41,15,0.13280384
W,0,41,16,0.03781651
W,0,41,17,0.19364037
W,0,41,18,0.06632756
W,0,41,19,0.04105735
W,0,41,20,-0.43879235
W,0,41,21,0.16838337
W,0,41,22,-0.23957761
W,0,41,23,-0.07620493
W,0,41,24,-0.11625077
W,0,41,25,-0.28501013
W,0,41,26,0.01432673
W,0,41,27,0.17375298
W,0,41,28,0.38935208
W,0,41,29,0.15308709
W,0,41,30,0.01555974
W,0,41,31,-0.10117184
W,0,41,32,0.21785821
W,0,41,33,0.17548583
W,0,41,34,0.13773213
W,0,41,35,-0.01074641
W,0,41,36,-0.27733237
W,0,41,37,-0.14141375
W,0,41,38,-0.05165224
W,0,41,39,0.06930284
W,0,41,40,0.15734383
W,0,41,41,-0.02100285
W,0,41,42,0.01273913
W,0,41,43,0.07815098
W,0,41,44,-0.21852058
W,0,41,45,-0.09048045
W,0,41,46,0.11730845
W,0,41,47,0.10907946
W,0,41,48,-0.12903440
W,0,41,49,-0.11776255
W,0,41,50,-0.07269505
W,0,41,51,-0.10499168
W,0,41,52,-0.21945049
W,0,41,53,-0.11976443
W,0,41,54,0.36077559
W,0,41,55,-0.22983436
W,0,41,56,0.25143462
W,0,41,57,-0.33417827
W,0,41,58,-0.40793803
W,0,41,59,-0.27994686
W,0,41,60,-0.01141549
W,0,41,61,0.00564148
W,0,41,62,-0.27085322
W,0,41,63,-0.11856815
W,0,41,64,0.31979784
W,0,41,65,-0.29025143
W,0,41,66,-0.03090385
W,0,41,67,0.25271249
W,0,41,68,0.14737564
W,0,41,69,-0.43614787
W,0,41,70,0.24990927
W,0,41,71,-0.36310792
W,0,41,72,0.10567050
W,0,41,73,-0.09829132
W,0,41,74,0.05738047
W,0,41,75,-0.15984049
W,0,41,76,0.06197321
W,0,41,77,-0.15255123
W,0,41,78,0.19435887
W,0,41,79,0.08651274
W,0,41,80,0.05861532
W,0,41,81,0.08660305
W,0,41,82,0.33746803
W,0,41,83,-0.05545009
W,0,41,84,-0.09199588
W,0,41,85,0.18346716
W,0,41,86,0.05499551
W,0,41,87,-0.02307776
W,0,41,88,-0.06116657
W,0,41,89,0.01919373
W,0,41,90,-0.19396392
W,0,41,91,0.09208230
W,0,41,92,-0.02367496
W,0,41,93,-0.15795426
W,0,41,94,0.03483247
W,0,41,95,0.34714210
W,0,41,96,-0.03727808
W,0,41,97,-0.02365638
W,0,41,98,-0.10849984
W,0,41,99,-0.04135750
W,0,41,100,-0.21958379
W,0,41,101,-0.01791956
W,0,41,102,0.13779196
W,0,41,103,0.01781064
W,0,41,104,0.23838136
W,0,41,105,-0.17028159
W,0,41,106,0.32646796
W,0,41,107,0.04553555
W,0,41,108,0.01896428
W,0,41,109,-0.02715980
W,0,41,110,-0.18364339
W,0,41,111,-0.12966980
W,0,41,112,-0.17622642
W,0,41,113,-0.28690216
W,0,41,114,-0.31733128
W,0,41,115,-0.27103376
W,0,41,116,0.23064771
W,0,41,117,-0.06615722
W,0,41,118,-0.13505484
W,0,41,119,0.12030856
W,0,41,120,0.07805362
W,0,41,121,-0.09697068
W,0,41,122,-0.19094668
W,0,41,123,-0.02128955
W,0,41,124,0.03827395
W,0,41,125,0.12117120
W,0,41,126,-0.18721928
W,0,41,127,-0.02771379
W,0,42,0,0.29865533
W,0,42,1,0.10795575
W,0,42,2,-0.25271180
W,0,42,3,0.32762510
W,0,42,4,-0.13641082
W,0,42,5,0.01738460
W,0,42,6,0.12720510
W,0,42,7,-0.31732479
W,0,42,8,0.11145286
W,0,42,9,0.35818374
W,0,42,10,0.24901411
W,0,42,11,0.22028926
W,0,42,12,0.06529155
W,0,42,13,0.10067535
W,0,42,14,0.07521398
W,0,42,15,0.00480459
W,0,42,16,0.02657432
W,0,42,17,-0.28619459
W,0,42,18,-0.36645779
W,0,42,19,0.02734944
W,0,42,20,0.23012812
W,0,42,21,0.05894922
W,0,42,22,-0.30612999
W,0,42,23,-0.08504986
W,0,42,24,0.05983954
W,0,42,25,0.36782789
W,0,42,26,-0.20502573
W,0,42,27,0.03470213
W,0,42,28,-0.17349669
W,0,42,29,-0.18600339
W,0,42,30,-0.06384034
W,0,42,31,-0.18131317
W,0,42,32,0.00785416
W,0,42,33,0.30793786
W,0,42,34,0.15750323
W,0,42,35,0.03617993
W,0,42,36,-0.07044560
W,0,42,37,0.16565996
W,0,42,38,0.05746031
W,0,42,39,0.04534920
W,0,42,40,-0.10414404
W,0,42,41,-0.01355663
W,0,42,42,0.26344800
W,0,42,43,0.15513389
W,0,42,44,-0.11163572
W,0,42,45,-0.00685927
W,0,42,46,0.45369133
W,0,42,47,-0.33054361
W,0,42,48,-0.22493364
W,0,42,49,0.02096138
W,0,42,50,-0.10325538
W,0,42,51,-0.15574698
W,0,42,52,-0.04622705
W,0,42,53,0.28517556
W,0,42,54,0.13547362
W,0,42,55,0.06210806
W,0,42,56,-0.00115594
W,0,42,57,-0.15156038
W,0,42,58,0.02428072
W,0,42,59,0.27779803
W,0,42,60,0.06742661
W,0,42,61,0.51210636
W,0,42,62,-0.06239417
W,0,42,63,-0.04286632
W,0,42,64,-0.03491313
W,0,42,65,0.19395968
W,0,42,66,-0.21236575
W,0,42,67,0.18120699
W,0,42,68,-0.09265965
W,0,42,69,0.28964508
W,0,42,70,0.38106805
W,0,42,71,-0.04346986
W,0,42,72,0.25494397
W,0,42,73,-0.08170693
W,0,42,74,0.20439410
W,0,42,75,0.03518416
W,0,42,76,-0.11824127
W,0,42,77,0.09012708
W,0,42,78,0.06685691
W,0,42,79,-0.14663398
W,0,42,80,0.07538469
W,0,42,81,-0.38585383
W,0,42,82,0.05762421
W,0,42,83,0.02998413
W,0,42,84,0.30812329
W,0,42,85,-0.19563313
W,0,42,86,-0.23088774
W,0,42,87,-0.04763167
W,0,42,88,0.21144111
W,0,42,89,0.22955658
W,0,42,90,-0.45682904
W,0,42,91,0.06628347
W,0,42,92,0.10949947
W,0,42,93,-0.22110632
W,0,42,94,-0.12026370
W,0,42,95,0.22283846
W,0,42,96,0.11277971
W,0,42,97,-0.16880493
W,0,42,98,-0.04015725
W,0,42,99,0.15066761
W,0,42,100,0.13691880
W,0,42,101,-0.16990051
W,0,42,102,0.04804936
W,0,42,103,0.06863081
W,0,42,104,-0.04981419
W,0,42,105,-0.09492081
W,0,42,106,-0.23733322
W,0,42,107,0.00674690
W,0,42,108,-0.29846567
W,0,42,109,0.23310287
W,0,42,110,-0.13538273
W,0,42,111,-0.01803900
W,0,42,112,0.22946066
W,0,42,113,-0.15051112
W,0,42,114,-0.08158338
W,0,42,115,-0.28068018
W,0,42,116,-0.32270634
W,0,42,117,-0.24553218
W,0,42,118,-0.04525196
W,0,42,119,-0.01592464
W,0,42,120,-0.35489190
W,0,42,121,0.16203672
W,0,42,122,-0.00501615
W,0,42,123,-0.40479124
W,0,42,124,0.02240890
W,0,42,125,-0.29945019
W,0,42,126,-0.12373834
W,0,42,127,0.11523018
W,0,43,0,0.19223869
W,0,43,1,0.04224145
W,0,43,2,0.09560967
W,0,43,3,0.20454481
W,0,43,4,0.01073793
W,0,43,5,0.19567189
W,0,43,6,0.10201244
W,0,43,7,-0.01624424
W,0,43,8,0.10727590
W,0,43,9,-0.05397534
W,0,43,10,0.22153319
W,0,43,11,0.02187843
W,0,43,12,0.17254879
W,0,43,13,0.21084021
W,0,43,14,-0.00289963
W,0,43,15,-0.23728192
W,0,43,16,-0.08199107
W,0,43,17,0.03158016
W,0,43,18,-0.02274581
W,0,43,19,0.29324132
W,0,43,20,0.12256677
W,0,43,21,-0.21819860
W,0,43,22,0.17463689
W,0,43,23,0.14550009
W,0,43,24,-0.05285480
W,0,43,25,0.02536697
W,0,43,26,-0.21063001
W,0,43,27,0.07511407
W,0,43,28,-0.07205454
W,0,43,29,-0.15497421
W,0,43,30,0.01800012
W,0,43,31,0.08441214
W,0,43,32,-0.05179448
W,0,43,33,-0.20830430
W,0,43,34,-0.11167074
W,0,43,35,-0.03822371
W,0,43,36,-0.01177126
W,0,43,37,-0.16470648
W,0,43,38,-0.18795556
W,0,43,39,-0.11399995
W,0,43,40,-0.11941867
W,0,43,41,-0.10484422
W,0,43,42,-0.06833067
W,0,43,43,0.02165144
W,0,43,44,0.21526235
W,0,43,45,-0.12811433
W,0,43,46,-0.05612177
W,0,43,47,0.20658979
W,0,43,48,0.00362100
W,0,43,49,-0.02389619
W,0,43,50,0.24591775
W,0,43,51,-0.32326141
W,0,43,52,-0.07105239
W,0,43,53,0.09513178
W,0,43,54,-0.07473291
W,0,43,55,-0.09732918
W,0,43,56,-0.20765632
W,0,43,57,0.18306465
W,0,43,58,0.33851770
W,0,43,59,-0.27449885
W,0,43,60,0.10763197
W,0,43,61,-0.18950215
W,0,43,62,0.05390471
W,0,43,63,-0.09004368
W,0,43,64,0.03403605
W,0,43,65,0.00276702
W,0,43,66,0.02821914
W,0,43,67,0.12385920
W,0,43,68,-0.19770154
W,0,43,69,0.03759917
W,0,43,70,0.21469946
W,0,43,71,-0.28717312
W,0,43,72,0.07335769
W,0,43,73,0.01141219
W,0,43,74,0.04317907
W,0,43,75,-0.11410309
W,0,43,76,0.14060263
W,0,43,77,-0.39738762
W,0,43,78,-0.03121045
W,0,43,79,-0.14881231
W,0,43,80,-0.13776234
W,0,43,81,0.07535426
W,0,43,82,-0.10936674
W,0,43,83,-0.09123199
W,0,43,84,0.29894668
W,0,43,85,0.10160740
W,0,43,86,0.20420562
W,0,43,87,0.10034408
W,0,43,88,0.05028608
W,0,43,89,0.06400838
W,0,43,90,0.12582292
W,0,43,91,-0.16630107
W,0,43,92,-0.22911105
W,0,43,93,0.19488245
W,0,43,94,0.19700333
W,0,43,95,-0.38036323
W,0,43,96,0.05466954
W,0,43,97,-0.20843157
W,0,43,98,0.29537299
W,0,43,99,-0.06365335
W,0,43,100,0.00573357
W,0,43,101,-0.03312394
W,0,43,102,0.02583697
W,0,43,103,0.07908563
W,0,43,104,0.25047666
W,0,43,105,-0.06747380
W,0,43,106,-0.19471247
W,0,43,107,-0.18492197
W,0,43,108,0.25265238
W,0,43,109,-0.06192163
W,0,43,110,-0.07099874
W,0,43,111,0.02352471
W,0,43,112,-0.24055310
W,0,43,113,-0.01792676
W,0,43,114,-0.00233728
W,0,43,115,0.26085931
W,0,43,116,0.31987453
W,0,43,117,-0.10991628
W,0,43,118,-0.21854202
W,0,43,119,-0.04120660
W,0,43,120,0.05000542
W,0,43,121,0.30234995
W,0,43,122,-0.14901060
W,0,43,123,-0.18265612
W,0,43,124,-0.23848459
W,0,43,125,0.04592796
W,0,43,126,-0.22284082
W,0,43,127,0.20693803
W,0,44,0,0.12194020
W,0,44,1,-0.14864311
W,0,44,2,-0.07324001
W,0,44,3,-0.08865526
W,0,44,4,-0.08253979
W,0,44,5,0.00698005
W,0,44,6,-0.12241359
W,0,44,7,0.01944957
W,0,44,8,0.26164871
W,0,44,9,-0.05122465
W,0,44,10,0.13418961
W,0,44,11,0.15877104
W,0,44,12,-0.06202218
W,0,44,13,0.17829271
W,0,44,14,0.05981758
W,0,44,15,0.17125596
W,0,44,16,0.01943564
W,0,44,17,0.05063507
W,0,44,18,0.21926327
W,0,44,19,-0.29476830
W,0,44,20,0.30777743
W,0,44,21,-0.17127433
W,0,44,22,0.02480979
W,0,44,23,0.08319836
W,0,44,24,0.12297804
W,0,44,25,-0.23306735
W,0,44,26,-0.09789913
W,0,44,27,-0.11604465
W,0,44,28,-0.18244921
W,0,44,29,-0.05534159
W,0,44,30,0.06639695
W,0,44,31,0.02277227
W,0,44,32,0.18788619
W,0,44,33,0.13934264
W,0,44,34,-0.02055803
W,0,44,35,-0.28287199
W,0,44,36,-0.05489451
W,0,44,37,0.03852511
W,0,44,38,0.01371778
W,0,44,39,-0.14247847
W,0,44,40,0.10153291
W,0,44,41,0.14066692
W,0,44,42,0.11689319
W,0,44,43,-0.08100215
W,0,44,44,0.05193183
W,0,44,45,0.08784527
W,0,44,46,-0.07777683
W,0,44,47,-0.12018986
W,0,44,48,0.07499742
W,0,44,49,-0.02443296
W,0,44,50,0.19297545
W,0,44,51,0.27138647
W,0,44,52,-0.32752177
W,0,44,53,-0.10711367
W,0,44,54,0.07900283
W,0,44,55,0.02373105
W,0,44,56,-0.26103073
W,0,44,57,-0.37258530
W,0,44,58,-0.20033257
W,0,44,59,-0.09387271
W,0,44,60,0.18649809
W,0,44,61,-0.22469042
W,0,44,62,-0.08290838
W,0,44,63,-0.06506925
W,0,44,64,-0.00267347
W,0,44,65,-0.22496571
W,0,44,66,-0.22055769
W,0,44,67,-0.13733849
W,0,44,68,-0.07671127
W,0,44,69,0.27892709
W,0,44,70,0.01293314
W,0,44,71,0.16436741
W,0,44,72,0.41716745
W,0,44,73,0.21899982
W,0,44,74,-0.08616665
W,0,44,75,-0.21626149
W,0,44,76,-0.24427114
W,0,44,77,0.08743900
W,0,44,78,0.11509991
W,0,44,79,-0.14329229
W,0,44,80,-0.04167650
W,0,44,81,-0.01521204
W,0,44,82,-0.25747278
W,0,44,83,-0.11699051
W,0,44,84,0.08429002
W,0,44,85,0.16788477
W,0,44,86,0.08602762
W,0,44,87,0.14849262
W,0,44,88,0.23131175
W,0,44,89,-0.03870353
W,0,44,90,-0.09766972
W,0,44,91,0.11851767
W,0,44,92,-0.03692866
W,0,44,93,-0.08098280
W,0,44,94,-0.04287998
W,0,44,95,0.03565789
W,0,44,96,0.11137952
W,0,44,97,0.02957012
W,0,44,98,-0.09434976
W,0,44,99,-0.04693193
W,0,44,100,-0.02873224
W,0,44,101,-0.23025590
W,0,44,102,0.05813098
W,0,44,103,0.09972845
W,0,44,104,-0.08051875
W,0,44,105,0.04926522
W,0,44,106,-0.14548619
W,0,44,107,-0.07859212
W,0,44,108,-0.06095542
W,0,44,109,0.10053071
W,0,44,110,0.25084829
W,0,44,111,-0.19349454
W,0,44,112,0.12252673
W,0,44,113,0.00164322
W,0,44,114,-0.05623668
W,0,44,115,0.28633621
W,0,44,116,-0.20802200
W,0,44,117,0.16933440
W,0,44,118,-0.04929722
W,0,44,119,0.09665322
W,0,44,120,0.11470884
W,0,44,121,0.22119091
W,0,44,122,-0.13520037
W,0,44,123,0.16317794
W,0,44,124,-0.11448710
W,0,44,125,0.03644991
W,0,44,126,-0.07575319
W,0,44,127,0.03902734
W,0,45,0,-0.15990192
W,0,45,1,0.04005956
W,0,45,2,-0.18989576
W,0,45,3,-0.10681570
W,0,45,4,0.18326186
W,0,45,5,-0.11292661
W,0,45,6,-0.18436092
W,0,45,7,0.09841069
W,0,45,8,0.06717260
W,0,45,9,-0.05104282
W,0,45,10,0.04187916
W,0,45,11,0.15981838
W,0,45,12,-0.30960163
W,0,45,13,-0.10301141
W,0,45,14,-0.28645936
W,0,45,15,0.00154350
W,0,45,16,0.02818422
W,0,45,17,-0.36433122
W,0,45,18,0.06943772
W,0,45,19,0.15153258
W,0,45,20,-0.19043329
W,0,45,21,0.02426091
W,0,45,22,0.09392653
W,0,45,23,0.05443089
W,0,45,24,-0.15406626
W,0,45,25,-0.15294331
W,0,45,26,0.01225913
W,0,45,27,0.07833691
W,0,45,28,-0.23413964
W,0,45,29,0.03043482
W,0,45,30,-0.05315491
W,0,45,31,-0.23580785
W,0,45,32,-0.22702369
W,0,45,33,0.03337160
W,0,45,34,0.25197652
W,0,45,35,-0.10360887
W,0,45,36,-0.16110288
W,0,45,37,0.22398262
W,0,45,38,-0.26635578
W,0,45,39,-0.15200891
W,0,45,40,-0.20634829
W,0,45,41,-0.12424150
W,0,45,42,-0.04143678
W,0,45,43,-0.05736054
W,0,45,44,-0.53581136
W,0,45,45,0.03404322
W,0,45,46,0.06962094
W,0,45,47,0.00026120
W,0,45,48,0.18330877
W,0,45,49,-0.12180584
W,0,45,50,-0.07747362
W,0,45,51,0.40591785
W,0,45,52,-0.11092183
W,0,45,53,0.22309175
W,0,45,54,-0.11658310
W,0,45,55,-0.19023293
W,0,45,56,-0.15211689
W,0,45,57,-0.34384862
W,0,45,58,0.02050279
W,0,45,59,0.04667908
W,0,45,60,0.04017553
W,0,45,61,0.07363048
W,0,45,62,0.04822882
W,0,45,63,-0.12109497
W,0,45,64,0.25985551
W,0,45,65,0.20246232
W,0,45,66,-0.13534921
W,0,45,67,0.20302851
W,0,45,68,-0.13001296
W,0,45,69,-0.22102150
W,0,45,70,-0.19552334
W,0,45,71,0.29416963
W,0,45,72,0.15192494
W,0,45,73,-0.27075040
W,0,45,74,-0.10804821
W,0,45,75,0.05505531
W,0,45,76,-0.21504807
W,0,45,77,0.20823506
W,0,45,78,0.15011780
W,0,45,79,0.21085571
W,0,45,80,0.29211023
W,0,45,81,0.14662926
W,0,45,82,0.06549907
W,0,45,83,-0.29448050
W,0,45,84,0.07090642
W,0,45,85,-0.06032585
W,0,45,86,0.31943512
W,0,45,87,0.02808200
W,0,45,88,0.15966412
W,0,45,89,-0.03623380
W,0,45,90,0.05026118
W,0,45,91,0.04409444
W,0,45,92,-0.03141063
W,0,45,93,0.15410529
W,0,45,94,-0.17946498
W,0,45,95,-0.14403674
W,0,45,96,0.00618617
W,0,45,97,-0.01204655
W,0,45,98,-0.18939845
W,0,45,99,-0.18548073
W,0,45,100,-0.00476037
W,0,45,101,0.17938392
W,0,45,102,-0.00112446
W,0,45,103,0.12141559
W,0,45,104,0.13113630
W,0,45,105,0.24082367
W,0,45,106,-0.24695633
W,0,45,107,-0.32863075
W,0,45,108,0.03085303
W,0,45,109,-0.26778710
W,0,45,110,-0.03790933
W,0,45,111,0.12432326
W,0,45,112,0.02999822
W,0,45,113,-0.21154192
W,0,45,114,0.18353839
W,0,45,115,-0.39381066
W,0,45,116,-0.37668198
W,0,45,117,0.10743929
W,0,45,118,0.10247412
W,0,45,119,-0.22768141
W,0,45,120,-0.00521348
W,0,45,121,-0.06558362
W,0,45,122,0.24150851
W,0,45,123,-0.22085537
W,0,45,124,-0.13736899
W,0,45,125,-0.16732456
W,0,45,126,-0.38866785
W,0,45,127,0.20645095
W,0,46,0,0.03455814
W,0,46,1,0.17599839
W,0,46,2,-0.01949141
W,0,46,3,-0.11616837
W,0,46,4,0.18225107
W,0,46,5,0.12822260
W,0,46,6,0.16635332
W,0,46,7,-0.02246572
W,0,46,8,-0.11667603
W,0,46,9,-0.07283168
W,0,46,10,0.20749949
W,0,46,11,0.07826717
W,0,46,12,-0.18763855
W,0,46,13,-0.32480955
W,0,46,14,-0.19383605
W,0,46,15,0.31769148
W,0,46,16,0.37198269
W,0,46,17,-0.00088486
W,0,46,18,-0.08612077
W,0,46,19,0.16791774
W,0,46,20,-0.05549082
W,0,46,21,-0.25561932
W,0,46,22,-0.16301721
W,0,46,23,-0.24202290
W,0,46,24,0.17634571
W,0,46,25,-0.13795502
W,0,46,26,-0.10639473
W,0,46,27,0.04268055
W,0,46,28,0.16843995
W,0,46,29,0.28401756
W,0,46,30,-0.19819793
W,0,46,31,-0.37830827
W,0,46,32,0.06506373
W,0,46,33,-0.15336716
W,0,46,34,-0.07165119
W,0,46,35,0.09924051
W,0,46,36,-0.03624425
W,0,46,37,-0.01340975
W,0,46,38,-0.01081835
W,0,46,39,-0.21635498
W,0,46,40,0.14536867
W,0,46,41,0.41391948
W,0,46,42,-0.08228242
W,0,46,43,-0.27409318
W,0,46,44,-0.16236207
W,0,46,45,-0.04831265
W,0,46,46,-0.08246142
W,0,46,47,-0.06515640
W,0,46,48,0.29221374
W,0,46,49,0.01579669
W,0,46,50,-0.00758650
W,0,46,51,-0.08965047
W,0,46,52,0.30933595
W,0,46,53,0.20116162
W,0,46,54,-0.16795689
W,0,46,55,0.26911747
W,0,46,56,0.06020503
W,0,46,57,0.28080127
W,0,46,58,0.02718456
W,0,46,59,0.17228308
W,0,46,60,0.12482070
W,0,46,61,0.06546861
W,0,46,62,-0.18419796
W,0,46,63,0.27642557
W,0,46,64,0.05613870
W,0,46,65,0.06415269
W,0,46,66,0.40312165
W,0,46,67,0.08446141
W,0,46,68,0.16106942
W,0,46,69,-0.14446649
W,0,46,70,0.15578686
W,0,46,71,0.12865476
W,0,46,72,0.14271770
W,0,46,73,-0.29111600
W,0,46,74,0.11938564
W,0,46,75,0.04940262
W,0,46,76,-0.26166984
W,0,46,77,-0.27017841
W,0,46,78,0.08464535
W,0,46,79,-0.14598255
W,0,46,80,-0.39309037
W,0,46,81,-0.19745150
W,0,46,82,-0.00349476
W,0,46,83,-0.13344322
W,0,46,84,0.26218578
W,0,46,85,-0.10061401
W,0,46,86,-0.16911913
W,0,46,87,0.01122515
W,0,46,88,0.09001337
W,0,46,89,0.30360743
W,0,46,90,0.17404227
W,0,46,91,-0.14533794
W,0,46,92,-0.21517009
W,0,46,93,-0.11602650
W,0,46,94,0.24964663
W,0,46,95,0.34863770
W,0,46,96,-0.08115894
W,0,46,97,0.17541055
W,0,46,98,-0.20201708
W,0,46,99,0.01555757
W,0,46,100,0.10825692
W,0,46,101,-0.23401640
W,0,46,102,-0.34976134
W,0,46,103,0.01791511
W,0,46,104,0.14799809
W,0,46,105,-0.00068645
W,0,46,106,-0.14245534
W,0,46,107,0.12595856
W,0,46,108,0.07715970
W,0,46,109,0.02888765
W,0,46,110,-0.24896495
W,0,46,111,0.07252574
W,0,46,112,-0.27393159
W,0,46,113,-0.04153379
W,0,46,114,-0.01911800
W,0,46,115,0.27546272
W,0,46,116,0.06320179
W,0,46,117,-0.14298445
W,0,46,118,0.05426749
W,0,46,119,-0.00720120
W,0,46,120,-0.06375691
W,0,46,121,-0.20506074
W,0,46,122,0.03461642
W,0,46,123,-0.31423479
W,0,46,124,-0.23599969
W,0,46,125,0.09152932
W,0,46,126,-0.02056176
W,0,46,127,-0.03381579
W,0,47,0,0.07223440
W,0,47,1,0.11877531
W,0,47,2,-0.05065088
W,0,47,3,0.06262685
W,0,47,4,0.12543809
W,0,47,5,-0.39574754
W,0,47,6,-0.07147712
W,0,47,7,-0.02758872
W,0,47,8,0.00337240
W,0,47,9,0.27894226
W,0,47,10,0.22305793
W,0,47,11,-0.04538978
W,0,47,12,0.10472797
W,0,47,13,0.09966942
W,0,47,14,0.13102511
W,0,47,15,0.12970963
W,0,47,16,0.06633077
W,0,47,17,-0.20349224
W,0,47,18,-0.22180191
W,0,47,19,0.04113176
W,0,47,20,0.03567101
W,0,47,21,0.21555568
W,0,47,22,-0.16475682
W,0,47,23,0.03944971
W,0,47,24,0.09176665
W,0,47,25,0.15411751
W,0,47,26,0.15679793
W,0,47,27,0.19121696
W,0,47,28,-0.39356446
W,0,47,29,-0.05132157
W,0,47,30,0.39408207
W,0,47,31,-0.04351464
W,0,47,32,-0.31477743
W,0,47,33,0.27295026
W,0,47,34,0.04832953
W,0,47,35,0.02398790
W,0,47,36,0.43468997
W,0,47,37,0.01044941
W,0,47,38,-0.36365953
W,0,47,39,-0.15567790
W,0,47,40,0.02986112
W,0,47,41,-0.07010467
W,0,47,42,0.05574474
W,0,47,43,-0.26768646
W,0,47,44,0.28820059
W,0,47,45,0.01489812
W,0,47,46,0.05132824
W,0,47,47,-0.24685383
W,0,47,48,-0.15511289
W,0,47,49,-0.15063319
W,0,47,50,-0.06012838
W,0,47,51,0.14873785
W,0,47,52,-0.19940859
W,0,47,53,0.12510097
W,0,47,54,-0.02324577
W,0,47,55,-0.11308571
W,0,47,56,0.05409857
W,0,47,57,0.26624542
W,0,47,58,-0.15155107
W,0,47,59,0.09330799
W,0,47,60,0.03455283
W,0,47,61,0.10562695
W,0,47,62,-0.04381875
W,0,47,63,0.08426225
W,0,47,64,0.30992475
W,0,47,65,0.10540370
